ID,Name,Age,Nationality,Overall,Potential,Club,ValueInMillions,WageInThousands,Special,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,WorkRate,JerseyNumber,Joined,ContractValidUntil,HeightInInches,WeightInPounds,ReleaseClause,Jumping,Strength,SprintSpeed,Agility,Balance,Vision,Dribbling,BallControl
219932,A. Sanabria,22,Paraguay,79,85,Real Betis,17.5,27,1894,Right,1,4,4,High/ Medium,11,"Jul 15, 2016",2021,5.11,163,40.3,75,76,79,78,75,73,82,83
219576,R. Battaglia,26,Argentina,79,80,Sporting CP,14.5,17,2030,Right,1,4,3,Medium/ Medium,16,"Jul 1, 2017",2023,6.2,174,30.1,74,78,69,60,61,73,74,76
216497,M. Philipp,24,Germany,79,84,Borussia Dortmund,17,53,1974,Right,2,4,4,High/ Medium,20,"Jul 1, 2017",2022,6,174,30.2,59,68,79,83,75,74,85,82
216388,A. Saint-Maximin,21,France,79,86,OGC Nice,18,31,1823,Right,2,4,4,High/ Low,7,"Aug 7, 2017",2020,5.8,148,37.8,68,66,92,93,87,70,87,81
216150,D. Zappacosta,26,Italy,79,81,Chelsea,12.5,94,2069,Right,2,3,3,High/ High,21,"Aug 31, 2017",2021,6,159,24.1,67,68,79,72,73,64,76,74
215353,L. Alario,25,Argentina,79,82,Bayer 04 Leverkusen,16,67,1834,Right,2,3,3,High/ Medium,13,"Aug 31, 2017",2022,6,172,28.4,90,78,73,72,71,65,75,79
215061,D. Benedetto,28,Argentina,79,79,Boca Juniors,13,32,1955,Right,2,5,3,High/ Low,9,"Jul 1, 2016",2021,5.1,176,18.2,87,76,84,77,71,69,71,74
215057,I. Marcone,28,Argentina,79,80,Cruz Azul,11.5,31,1915,Right,1,3,3,Medium/ High,23,"Jul 1, 2018",2023,6,183,20.4,35,85,34,60,57,69,69,73
214947,J. Gbamin,22,Ivory Coast,79,84,1. FSV Mainz 05,14.5,26,2037,Right,1,3,3,Medium/ High,25,"Jul 13, 2016",2023,6.1,183,27.2,77,83,85,68,66,72,74,76
213991,J. Lerma,23,Colombia,79,84,Bournemouth,14.5,55,2096,Right,1,4,3,Medium/ High,8,"Aug 7, 2018",2023,5.1,154,28.6,84,76,76,75,76,68,69,77
213516,Ricardo Horta,23,Portugal,79,84,SC Braga,17,16,1983,Right,1,4,3,High/ Medium,21,"Jul 19, 2017",2022,5.8,139,35.3,62,45,75,85,85,76,80,81
213160,R. Zobnin,24,Russia,79,86,Spartak Moscow,15,1,2056,Right,1,3,4,High/ High,8,"Jul 1, 2016",2021,6,165,34.5,63,63,78,70,65,72,82,82
212150,M. Meyer,22,Germany,79,83,Crystal Palace,16,53,2018,Right,2,4,4,Medium/ Medium,7,"Aug 3, 2018",2021,5.8,150,31.6,60,52,60,89,90,80,84,82
211368,Bruma,23,Portugal,79,83,RB Leipzig,16.5,48,1957,Right,2,4,4,High/ Medium,18,"Jul 1, 2017",2022,5.8,154,29.3,73,54,89,93,90,70,87,83
211267,R. Centurión,25,Argentina,79,81,Racing Club,15.5,25,1935,Right,1,3,4,High/ Medium,10,"Jan 22, 2018",2021,5.9,163,24.4,60,53,89,89,88,76,86,80
210455,Jonny,24,Spain,79,83,Wolverhampton Wanderers,13.5,43,1928,Right,2,3,3,High/ High,19,,"Jun 30, 2019",5.7,154,,75,64,78,72,78,55,73,76
210411,Otávio,23,Brazil,79,85,FC Porto,17.5,15,1963,Right,1,3,4,Medium/ Medium,25,"Sep 1, 2014",2021,5.8,157,38.5,57,54,74,86,82,79,84,83
210324,J. Hofmann,25,Germany,79,80,Borussia Mönchengladbach,15,32,1913,Right,2,4,3,Medium/ Medium,23,"Jan 1, 2016",2020,5.9,154,26.6,61,56,76,78,77,77,80,79
208920,N. Aké,23,Netherlands,79,84,Bournemouth,14.5,55,1969,Left,1,3,2,Medium/ High,15,"Jun 30, 2017",2022,5.11,165,28.6,86,75,74,68,69,65,67,73
208334,J. Hector,28,Germany,79,79,1. FC Köln,10,26,2049,Left,3,3,3,Medium/ Medium,3,"Feb 25, 2012",2023,6.1,165,15,66,76,77,67,67,72,74,77
207993,S. Kolašinac,25,Bosnia Herzegovina,79,82,Arsenal,13,89,1937,Left,2,2,3,Medium/ High,31,"Jul 1, 2017",2022,6,187,25.7,76,90,75,49,55,60,73,74
207939,G. Pizarro,28,Argentina,79,79,Tigres U.A.N.L.,10,58,1995,Right,1,3,3,Medium/ High,19,"Jul 2, 2018",2021,6.1,163,16,74,80,53,62,44,71,70,76
207732,Roger,27,Spain,79,80,Levante UD,14.5,32,1933,Right,2,3,3,High/ Medium,9,"Jul 1, 2011",2023,5.1,163,31.5,75,74,79,78,78,65,76,76
206652,Sergio Rico,24,Spain,79,83,Fulham,11.5,13,1204,Right,2,3,1,Medium/ Medium,25,,"Jun 30, 2019",6.4,194,,63,54,46,62,43,53,14,12
206304,L. Milivojević,27,Serbia,79,81,Crystal Palace,12.5,56,2045,Right,1,2,2,Medium/ High,4,"Feb 1, 2017",2020,6.1,176,24.7,62,82,59,58,58,73,62,74
205407,D. Baselli,26,Italy,79,82,Torino,15.5,49,2097,Right,2,3,4,High/ Medium,8,"Jul 10, 2015",2020,6,154,27.5,69,67,69,79,75,80,80,83
205193,K. Rekik,23,Netherlands,79,83,Hertha BSC,14,26,1781,Left,1,2,2,Medium/ High,4,"Jul 1, 2017",2021,6.1,174,24.9,77,80,69,65,64,57,57,67
205192,Denis Suárez,24,Spain,79,86,FC Barcelona,17.5,120,2016,Right,2,3,3,Medium/ Medium,6,"Jul 4, 2016",2020,5.9,152,39.4,58,57,77,82,76,81,83,84
204638,W. Orban,25,Hungary,79,81,RB Leipzig,13,48,1642,Right,2,3,2,Medium/ High,6,"Jul 1, 2015",2022,6.1,183,23.1,90,85,53,48,56,42,53,58
204614,Mário Rui,27,Portugal,79,80,Napoli,11.5,60,2066,Left,2,3,3,High/ Medium,19,"Jan 6, 2018",2022,5.7,148,20.4,92,54,83,88,89,64,79,76
204525,Iñigo Martínez,27,Spain,79,80,Athletic Club de Bilbao,12,26,1943,Left,2,2,2,Medium/ Medium,4,"Jan 30, 2018",2023,6,170,26.1,90,78,74,67,64,46,53,68
204311,K. Zouma,23,France,79,83,Everton,14,80,1856,Right,2,3,2,Medium/ Medium,22,,"Jun 30, 2019",6.3,212,,89,91,70,45,52,59,50,63
204277,Roque Mesa,29,Spain,79,79,Sevilla FC,10,20,1968,Right,2,3,3,High/ High,7,"Jul 2, 2018",2021,5.7,163,21,77,69,75,76,89,74,74,79
204082,J. Brooks,25,United States,79,84,VfL Wolfsburg,14,44,1714,Left,2,3,2,Medium/ Medium,6,"Jul 1, 2017",2022,6.4,172,24.9,72,84,76,57,51,57,65,64
203775,L. Karius,25,Germany,79,83,Beşiktaş JK,11.5,71,1228,Right,2,3,1,Medium/ Medium,1,,"May 31, 2020",6.2,192,,74,64,54,51,43,50,16,23
203757,Zé Luís,27,Cape Verde,79,80,Spartak Moscow,14.5,1,1892,Left,1,4,4,Medium/ Medium,9,"Jul 7, 2015",2021,6,194,31.5,92,83,81,64,61,75,80,81
203483,D. Klaassen,25,Netherlands,79,81,SV Werder Bremen,15,32,2063,Right,2,3,3,High/ High,30,"Jul 27, 2018",2022,5.1,154,26.6,72,69,64,67,64,78,72,80
203362,M. Elyounoussi,23,Norway,79,85,Southampton,17.5,48,1972,Right,1,4,4,High/ Medium,13,"Jun 29, 2018",2023,5.1,154,36.8,81,62,78,84,82,73,80,78
203106,L. Bittencourt,24,Germany,79,82,TSG 1899 Hoffenheim,16,35,2026,Right,2,4,4,High/ Medium,13,"Jul 1, 2018",2023,5.7,137,28.4,72,48,79,92,90,75,84,80
202648,Sergi Darder,24,Spain,79,83,RCD Espanyol,16,29,1937,Right,2,3,4,Medium/ Low,10,"Jul 10, 2018",2023,5.11,157,34.8,48,68,45,75,77,83,76,81
202562,J. Roussillon,25,France,79,84,VfL Wolfsburg,14,44,2093,Left,2,3,3,High/ Medium,15,"Aug 6, 2018",2022,5.9,176,24.9,73,77,85,77,78,71,77,77
202325,D. Demme,26,Germany,79,80,RB Leipzig,12,50,1982,Right,1,4,3,Medium/ High,31,"Jan 8, 2014",2021,5.7,150,21.3,79,67,53,88,85,70,73,77
202201,J. Gouweleeuw,26,Netherlands,79,80,FC Augsburg,12,28,1921,Right,1,3,2,High/ Medium,6,"Jan 9, 2016",2022,6.2,172,21.3,68,78,69,65,61,71,60,66
201862,M. Rojo,28,Argentina,79,79,Manchester United,10,115,1998,Left,3,2,3,Medium/ High,16,"Aug 20, 2014",2021,6.2,176,18.5,82,77,69,68,63,57,64,67
201519,J. Veretout,25,France,79,84,Fiorentina,16.5,59,2101,Right,1,3,3,Medium/ High,17,"Jul 25, 2017",2021,5.9,148,29.3,69,68,66,76,76,78,76,79
201510,L. Kurzawa,25,France,79,82,Paris Saint-Germain,13,68,2110,Left,2,3,4,High/ Low,20,"Aug 27, 2015",2020,6,168,25,82,72,74,75,72,75,76,80
201508,G. Ramírez,27,Uruguay,79,79,Sampdoria,13,41,1945,Left,2,3,4,Medium/ Low,11,"Aug 4, 2017",2020,6,170,22.1,66,53,69,78,73,80,80,81
201505,David López,28,Spain,79,79,RCD Espanyol,10,32,1917,Right,1,3,2,Medium/ High,15,"Aug 26, 2016",2023,6,179,21,74,84,59,51,55,68,64,76
201325,C. Tătăruşanu,32,Romania,79,79,FC Nantes,7,23,1228,Right,2,3,1,Medium/ Medium,12,"Jul 27, 2017",2019,6.5,190,13.3,63,73,47,59,42,48,16,19
201143,A. Mandi,26,Algeria,79,82,Real Betis,13,26,1942,Right,1,3,2,High/ Medium,23,"Jul 1, 2016",2021,6,172,28.3,82,74,66,77,65,68,64,73
201042,D. Sidibé,25,France,79,80,AS Monaco,12,61,2085,Right,2,4,3,High/ High,19,"Jul 9, 2016",2022,6,179,23.7,83,75,79,70,69,69,77,78
200641,Y. Konoplyanka,28,Ukraine,79,79,FC Schalke 04,12.5,41,1935,Right,2,3,4,Medium/ Medium,11,"Aug 30, 2016",2020,5.1,172,21.3,62,63,79,83,78,74,82,81
200260,S. Berghuis,26,Netherlands,79,80,Feyenoord,15,20,1953,Left,2,3,3,Medium/ Medium,19,"Jul 31, 2017",2021,6,159,22.1,53,58,75,82,70,76,82,82
200155,H. Vanaken,25,Belgium,79,81,Club Brugge KV,15.5,27,1975,Right,1,5,4,High/ High,18,"Jul 1, 2015",2020,6.5,176,24.4,47,76,55,56,58,83,77,83
199823,Campaña,25,Spain,79,82,Levante UD,15.5,28,2065,Right,1,3,3,Medium/ Medium,24,"Aug 15, 2016",2020,5.1,154,33.7,57,73,61,67,75,80,77,81
199767,M. van Ginkel,25,Netherlands,79,80,Chelsea,14.5,98,2102,Right,2,4,3,High/ High,26,"Jul 5, 2013",2020,6.1,181,27.9,74,71,69,71,59,77,75,80
199561,Nolito,31,Spain,79,79,Sevilla FC,11,21,2012,Right,3,3,4,High/ Low,8,"Jul 16, 2017",2020,5.9,159,23.1,66,63,70,82,81,79,80,80
199439,M. Gregoritsch,24,Austria,79,82,FC Augsburg,16,27,1906,Left,2,3,4,High/ Low,11,"Jul 5, 2017",2022,6.4,192,28.4,50,79,68,67,52,73,75,78
199416,Ibai Gómez,28,Spain,79,79,Deportivo Alavés,12.5,31,2084,Right,1,4,3,High/ Medium,11,"Jul 30, 2016",2019,5.1,159,26.3,66,66,77,79,78,80,82,81
199304,Danilo,26,Brazil,79,80,Manchester City,12,110,2128,Right,2,4,3,High/ Medium,3,"Jul 23, 2017",2022,6,172,23.1,74,76,76,70,65,64,73,79
199189,R. Barkley,24,England,79,82,Chelsea,16,89,1980,Right,2,5,4,Medium/ Medium,15,"Jan 5, 2018",2023,6.1,192,30.8,62,77,70,66,58,79,85,84
199005,M. Ryan,26,Australia,79,81,Brighton & Hove Albion,10.5,41,1341,Right,1,4,1,Medium/ Medium,1,"Jul 1, 2017",2022,6,181,20.7,78,68,52,53,50,68,13,24
198715,Sergio León,29,Spain,79,79,Real Betis,12.5,32,1917,Right,2,4,4,High/ Medium,7,"Jul 1, 2017",2021,5.1,161,26.3,77,68,75,81,75,61,77,78
198200,B. Stambouli,27,France,79,79,FC Schalke 04,10.5,33,1923,Right,2,4,2,Low/ High,17,"Aug 26, 2016",2020,5.11,181,17.9,73,76,63,67,65,74,66,76
198118,J. Guilavogui,27,France,79,80,VfL Wolfsburg,12,46,1965,Right,2,3,2,Medium/ High,23,"May 17, 2016",2020,6.2,170,21.3,76,82,72,53,50,65,67,73
198031,Sérgio Oliveira,26,Portugal,79,82,FC Porto,15.5,17,2049,Right,1,3,3,Medium/ Medium,27,"Jul 1, 2015",2021,5.11,159,32.2,56,65,56,66,67,81,77,80
197083,D. Caligiuri,30,Italy,79,79,FC Schalke 04,9,33,2162,Right,2,4,3,Medium/ Medium,18,"Jan 25, 2017",2020,6,176,15.3,76,70,78,76,74,77,81,80
196978,C. Wilson,26,England,79,81,Bournemouth,15.5,77,1902,Right,1,3,4,High/ Medium,13,"Jul 4, 2014",2022,5.11,146,30.6,65,75,89,74,74,71,74,77
194957,P. Jones,26,England,79,80,Manchester United,12,110,1827,Right,2,3,2,Medium/ High,4,"Jul 1, 2011",2019,6.1,157,23.1,82,79,59,52,59,54,59,64
194761,Borja García,27,Spain,79,79,Girona FC,13,35,2011,Right,1,3,3,High/ Medium,10,"Aug 26, 2015",2022,5.9,159,27.3,72,67,77,75,77,79,80,81
193738,Y. Belhanda,28,Morocco,79,79,Galatasaray SK,12.5,65,2128,Right,2,4,4,Medium/ Medium,10,"Jul 4, 2017",2021,5.1,165,23.8,77,63,72,85,78,78,84,83
193601,G. Pezzella,27,Argentina,79,81,Fiorentina,12.5,56,1667,Right,1,3,2,Medium/ Medium,20,"Jul 1, 2018",2022,6.1,179,22.2,84,77,52,34,48,22,54,66
193171,Jaume Costa,30,Spain,79,79,Villarreal CF,9,34,2028,Left,1,3,3,High/ High,11,"Jul 1, 2010",2021,5.7,137,18.9,73,63,81,76,78,57,69,78
192991,C. Tosun,27,Turkey,79,80,Everton,14.5,105,1951,Right,2,4,3,High/ Medium,9,"Jan 5, 2018",2022,6,172,28.6,80,74,75,73,66,61,75,78
192679,Escudero,28,Spain,79,79,Sevilla FC,10,20,2075,Left,1,2,3,High/ Medium,18,"Jul 3, 2015",2021,5.9,159,21,74,69,77,74,77,56,68,75
192678,Kike García,28,Spain,79,79,SD Eibar,13,32,1829,Right,1,4,3,Medium/ Medium,17,"Feb 3, 2016",2021,6.1,174,27.3,74,79,71,65,54,65,75,80
192598,Elkeson,28,Brazil,79,79,Shanghai SIPG FC,13,25,2058,Right,2,4,4,High/ Medium,9,"Jan 21, 2016",2020,5.11,170,28.6,76,77,76,77,74,78,76,77
192064,Ricardo Goulart,27,Brazil,79,80,Guangzhou Evergrande Taobao FC,14.5,25,1975,Right,2,4,4,High/ Medium,11,"Jan 13, 2015",2020,5.11,176,33,66,65,77,72,80,77,78,81
191076,J. Guðmundsson,27,Iceland,79,79,Burnley,13,61,2084,Left,1,4,4,High/ High,7,"Jul 20, 2016",2021,5.1,170,24.7,78,70,77,76,76,79,81,79
190456,N. Clyne,27,England,79,80,Liverpool,11.5,94,2016,Right,2,2,3,High/ Medium,2,"Jul 1, 2015",2020,5.9,148,22.7,69,67,78,79,75,64,76,78
190243,M. Hitz,30,Switzerland,79,79,Borussia Dortmund,8,41,1183,Right,2,3,1,Medium/ Medium,35,"Jul 1, 2018",2021,6.4,196,13.6,67,78,46,41,31,15,13,17
190149,De Marcos,29,Spain,79,79,Athletic Club de Bilbao,9.5,27,2073,Right,2,3,4,High/ Medium,18,"Jul 1, 2009",2019,6,176,20,78,73,89,76,74,66,75,78
189682,B. Mee,28,England,79,79,Burnley,10,58,1799,Left,1,3,2,Medium/ High,6,"Jan 17, 2012",2019,6,181,19,93,82,63,63,70,60,63,65
189681,Rafael,27,Brazil,79,79,Olympique Lyonnais,10.5,60,2108,Right,2,3,4,High/ Medium,4,"Aug 3, 2015",2019,5.8,172,20,82,73,78,79,83,72,80,78
189560,Iborra,30,Spain,79,79,Leicester City,9.5,66,1975,Right,2,4,3,Medium/ Medium,21,"Jul 6, 2017",2021,6.3,201,18.1,64,84,35,51,31,77,70,81
189461,J. Wilshere,26,England,79,81,West Ham United,15,83,2050,Left,3,2,3,Medium/ Medium,19,"Jul 9, 2018",2021,5.8,150,29.6,66,60,63,76,83,81,81,82
189433,B. Hübner,28,Germany,79,79,TSG 1899 Hoffenheim,10,39,1659,Left,2,2,2,Medium/ Medium,21,"Jul 1, 2016",2021,6.4,190,17,61,79,55,45,48,51,58,63
189423,Souza,29,Brazil,79,79,Al Ahli,10,44,2043,Right,2,4,3,Medium/ Medium,6,"Aug 23, 2018",2021,6.2,176,17,65,83,71,69,66,67,71,78
189271,F. Coquelin,27,France,79,80,Valencia CF,12,36,2002,Right,2,3,3,Medium/ High,17,"Jan 11, 2018",2022,5.1,163,26.1,81,79,72,73,81,67,72,78
188081,Alex Teixeira,28,Brazil,79,79,Jiangsu Suning FC,13,30,2039,Right,3,4,4,High/ Medium,10,"Feb 5, 2016",2019,5.8,154,28,82,72,90,90,83,79,80,81
187735,A. Dzagoev,28,Russia,79,79,PFC CSKA Moscow,12.5,1,2115,Right,3,3,4,High/ Medium,10,"Jan 1, 2008",2019,5.1,165,27.5,73,66,69,71,72,81,78,81
187347,I. Smolnikov,29,Russia,79,79,,0,0,2038,Right,2,3,3,High/ High,2,,,5.1,154,,85,68,90,80,76,72,72,72
187052,Y. M'Vila,28,France,79,80,AS Saint-Étienne,11.5,36,2027,Right,2,3,3,Medium/ Medium,6,"Jan 12, 2018",2022,6,176,22.7,71,75,69,73,65,72,73,76
186832,K. Asamoah,29,Ghana,79,79,Inter,9.5,62,2168,Left,2,3,4,High/ High,18,"Jul 2, 2018",2021,5.8,165,16.2,78,75,77,85,83,76,82,81
186148,R. Zieler,29,Germany,79,80,VfB Stuttgart,10,32,1163,Right,2,3,1,Medium/ Medium,1,"Jul 11, 2017",2020,6.2,179,17.8,69,55,50,43,41,42,12,22
186132,D. Drinkwater,28,England,79,79,Chelsea,12.5,110,2023,Right,2,4,3,Medium/ Medium,6,"Aug 31, 2017",2022,5.1,179,23.1,54,69,63,67,76,79,75,78
185431,N. Kalinić,30,Croatia,79,79,Atlético Madrid,12,60,1868,Right,3,4,3,High/ High,9,"Aug 9, 2018",2021,6.2,176,24.6,68,77,73,69,58,66,73,78
184949,Mariano,32,Brazil,79,79,Galatasaray SK,7,57,2106,Right,1,3,3,Medium/ Medium,2,"Jul 17, 2017",2020,5.1,152,13.3,70,70,79,74,73,69,75,82
184881,S. Feghouli,28,Algeria,79,79,Galatasaray SK,12.5,65,1927,Right,3,3,4,High/ Low,89,"Aug 14, 2017",2022,5.9,165,23.8,72,58,89,86,76,75,85,82
184826,Adrien Silva,29,Portugal,79,79,Leicester City,12,75,2083,Right,3,4,3,Medium/ High,23,"Jan 1, 2018",2021,5.9,152,22.8,53,59,57,70,68,78,78,80
184134,Fernando,30,Brazil,79,79,Galatasaray SK,9.5,57,1939,Right,2,2,3,Medium/ High,25,"Aug 4, 2017",2020,6,168,18.1,74,80,62,71,57,62,68,72
183909,I. Traoré,30,Guinea,79,79,Borussia Mönchengladbach,12,34,1979,Left,2,2,4,High/ High,16,"Jul 1, 2014",2021,5.7,134,20.4,71,43,79,93,94,76,85,80
183892,G. Mercado,31,Argentina,79,79,Sevilla FC,8.5,19,1988,Right,1,3,2,Medium/ Medium,2,"Aug 9, 2016",2019,5.11,183,17.9,76,82,75,66,60,60,57,70
183580,N. Petersen,29,Germany,79,79,SC Freiburg,12.5,35,1833,Right,2,4,3,High/ High,18,"Jul 1, 2015",2021,6.2,185,22.5,66,76,62,64,57,61,64,70
183497,O. Karnezis,32,Greece,79,79,Napoli,7,48,1207,Right,2,3,1,Medium/ Medium,27,"Jul 6, 2018",2021,6.3,179,11.9,64,66,34,45,49,47,15,23
183285,M. Sakho,28,France,79,80,Crystal Palace,11.5,58,1698,Left,3,2,2,Medium/ High,5,"Aug 31, 2017",2021,6.2,183,22.7,75,91,55,50,54,53,50,63
182002,Sidnei,28,Brazil,79,80,Real Betis,11.5,27,1780,Right,2,2,2,High/ Medium,12,"Aug 2, 2018",2022,6.2,194,25,79,90,63,36,38,44,59,76
181820,S. Jovetić,28,Montenegro,79,79,AS Monaco,13,79,1962,Right,3,4,3,Medium/ Medium,10,"Aug 29, 2017",2021,6,174,24.7,70,72,73,79,68,82,82,83
178311,Eder,31,Italy,79,79,Jiangsu Suning FC,11.5,29,1946,Right,3,4,4,High/ Medium,9,"Jul 13, 2018",2021,5.1,159,24.7,50,60,84,81,80,78,83,83
178224,J. Hernández,30,Mexico,79,79,West Ham United,12,90,1864,Right,3,3,3,Medium/ Low,17,"Jul 24, 2017",2020,5.9,161,22.8,83,53,69,75,79,70,73,77
177723,Fabricio,30,Spain,79,79,Fulham,8,47,1321,Right,1,4,1,Medium/ Medium,31,"Jul 24, 2018",2021,6,176,15.2,76,56,54,57,48,51,25,35
177644,Kiko Casilla,31,Spain,79,79,Real Madrid,7.5,105,1279,Right,2,2,1,Medium/ Medium,13,"Jul 19, 2015",2020,6.3,190,15.4,69,79,49,43,58,52,12,20
177633,Ángel,31,Spain,79,79,Getafe CF,11.5,31,1854,Right,1,3,3,High/ Medium,9,"Jul 6, 2017",2020,5.8,150,24.2,76,64,74,79,76,62,80,81
177358,M. Schneiderlin,28,France,79,79,Everton,10,92,1991,Right,2,3,3,Low/ High,18,"Jan 12, 2017",2021,6.1,165,19,68,75,58,69,69,69,68,80
176944,M. Fellaini,30,Belgium,79,79,Manchester United,11.5,120,1994,Right,3,3,3,Medium/ Medium,8,"Sep 2, 2013",2020,6.4,187,21.3,64,91,48,47,49,73,67,82
176731,P. Wernbloom,32,Sweden,79,79,PAOK,7,1,2000,Right,2,3,3,Medium/ High,19,"Aug 17, 2018",2021,6.2,187,14.7,56,86,61,53,55,71,68,74
176550,D. Ospina,29,Colombia,79,79,Napoli,8.5,80,1172,Right,2,3,1,Medium/ Medium,1,,"Jun 30, 2019",6,176,,75,38,34,44,50,50,12,32
173426,S. Mignolet,30,Belgium,79,79,Liverpool,8,76,1254,Right,3,2,1,Medium/ Medium,12,"Jun 25, 2013",2021,6.4,192,15.2,69,72,52,34,52,43,14,26
172723,A. Begović,31,Bosnia Herzegovina,79,79,Bournemouth,7.5,52,1234,Right,3,2,1,Medium/ Medium,27,"May 30, 2017",2020,6.6,183,14.3,38,80,58,52,40,34,16,24
170797,N. Şahin,29,Turkey,79,79,SV Werder Bremen,10,32,2054,Left,3,3,3,Medium/ Medium,17,"Aug 31, 2018",2020,5.11,161,17,71,71,34,74,73,82,76,81
169705,R. Bertrand,28,England,79,79,Southampton,10,53,2004,Left,2,3,3,High/ Medium,21,"Feb 2, 2015",2021,5.1,187,19,70,70,76,73,69,51,77,78
169115,A. Masiello,32,Italy,79,79,Atalanta,7,30,1727,Right,2,2,2,Medium/ High,5,"Jul 26, 2011",2023,6,181,11.9,79,75,55,60,56,36,54,62
164859,T. Walcott,29,England,79,79,Everton,12.5,105,1939,Right,3,3,3,Medium/ Medium,11,"Jan 17, 2018",2021,5.9,150,23.8,65,56,89,79,77,72,81,78
164029,Charles,34,Brazil,79,79,SD Eibar,6.5,31,1895,Right,1,3,4,High/ High,19,"Jul 4, 2017",2019,5.1,165,13.7,93,71,59,86,69,55,79,82
163264,T. Heaton,32,England,79,79,Burnley,7,45,1266,Right,2,3,1,Medium/ Medium,1,"Jul 1, 2013",2020,6.2,203,13.3,73,66,55,54,52,46,17,28
161648,H. Ben Arfa,31,France,79,79,Stade Rennais FC,11,38,1911,Left,3,4,5,Medium/ Low,18,"Sep 2, 2018",2019,5.1,163,20.9,74,65,69,82,79,78,88,80
160741,D. Abraham,31,Argentina,79,79,Eintracht Frankfurt,8.5,37,1877,Right,2,2,2,Medium/ Medium,19,"Jul 2, 2015",2021,6.2,185,14.5,77,80,79,61,55,49,44,59
159065,E. Lavezzi,33,Argentina,79,79,Hebei China Fortune FC,8,22,2070,Right,3,4,4,High/ Low,22,"Feb 17, 2016",2018,5.8,165,17.2,82,71,83,87,85,83,82,83
158232,S. Kalou,32,Ivory Coast,79,79,Hertha BSC,10,34,1952,Right,3,3,4,Medium/ Low,8,"Aug 31, 2014",2020,6,170,17,76,67,65,76,76,78,87,86
158133,J. Farfán,33,Peru,79,79,Lokomotiv Moscow,7.5,1,1999,Right,2,3,4,Medium/ Low,10,"Jan 29, 2017",2020,5.1,185,15.8,76,78,84,75,66,80,78,79
157301,R. Babel,31,Netherlands,79,79,Beşiktaş JK,11,55,1973,Right,3,3,4,Medium/ Low,11,"Jan 2, 2017",2019,6.1,187,20.9,82,78,82,77,74,74,82,79
152908,A. Young,32,England,79,79,Manchester United,7,110,2120,Right,2,3,4,High/ Medium,18,"Jul 1, 2011",2019,5.9,143,13,55,67,72,77,76,76,77,79
150724,J. Hart,31,England,79,79,Burnley,7.5,45,1260,Right,3,3,1,Medium/ Medium,20,"Aug 7, 2018",2020,6.5,201,14.3,69,61,60,50,32,42,23,20
142707,L. López,35,Argentina,79,79,Racing Club,6,22,2055,Right,2,4,4,High/ High,15,"Jan 4, 2016",2019,5.9,159,9,84,75,83,84,80,72,78,80
137351,D. Baier,34,Germany,79,79,FC Augsburg,3.8,28,1953,Right,2,3,3,Medium/ High,10,"Jan 31, 2010",2019,5.9,172,6.5,78,67,43,71,75,80,74,80
124375,B. Yılmaz,32,Turkey,79,79,Trabzonspor,10,41,1917,Right,2,3,3,High/ Low,17,"Aug 2, 2017",2020,6.2,170,20,66,79,79,72,48,64,69,69
121933,R. Adler,33,Germany,79,79,1. FSV Mainz 05,6.5,25,1155,Right,2,3,1,Medium/ Medium,1,"Jul 1, 2017",2019,6.3,187,11.7,69,66,32,49,43,38,13,20
108080,S. Lichtsteiner,34,Switzerland,79,79,Arsenal,3.6,94,2020,Right,3,3,3,High/ High,2,"Jul 1, 2018",2019,6,168,6.8,73,70,69,73,77,62,76,76
53050,E. Adebayor,34,Togo,79,79,Medipol Başakşehir FK,6.5,34,1835,Right,3,3,3,Medium/ Medium,10,"Jan 31, 2017",2020,6.4,181,12.4,76,82,70,65,52,76,72,74
80,E. Belözoğlu,37,Turkey,79,79,Medipol Başakşehir FK,4,23,2047,Left,2,4,4,Medium/ Medium,5,"Jul 9, 2015",2019,5.7,159,7.6,72,65,38,68,81,86,78,82
242348,Loren,24,Spain,78,83,Real Betis,14,25,1722,Right,1,3,3,Medium/ Medium,16,"Jan 29, 2015",2022,6.2,181,30.5,68,61,66,60,57,60,79,81
240130,Éder Militão,20,Brazil,78,87,FC Porto,14,10,1946,Right,1,2,2,Medium/ High,3,"Aug 7, 2018",2023,6.1,174,30.8,86,76,78,75,67,59,68,70
235805,F. Chiesa,20,Italy,78,87,Fiorentina,16,46,1914,Right,2,4,4,High/ High,14,"Jul 1, 2016",2022,5.9,154,30.4,55,64,84,86,77,71,83,80
235374,M. Lazzari,24,Italy,78,81,SPAL,13,15,1841,Right,1,3,3,High/ High,29,"Jul 1, 2013",2021,5.9,148,24.4,36,49,79,75,70,72,79,79
235212,A. Hakimi,19,Morocco,78,86,Borussia Dortmund,12.5,49,2024,Right,1,2,3,High/ Medium,5,,"Jun 30, 2020",5.11,161,,69,73,91,75,75,63,78,78
232862,S. Nakajima,23,Japan,78,84,Portimonense SC,14,12,1951,Right,1,4,4,High/ High,10,"Jan 6, 2018",2020,5.5,141,32.2,70,34,91,94,95,75,83,78
232432,L. Jović,20,Serbia,78,86,Eintracht Frankfurt,15.5,12,1813,Right,1,5,3,Medium/ Medium,8,,"Jun 30, 2019",6,192,,66,76,77,74,65,65,76,77
